Exchange,Category,Token CEX,Token Name,Ticker,Market Cap Today,FDV Today,Pair,Price,Depth +2%,Depth -2%,Bid Ask Spread Percentage,24H Volume (USD) on USDT
Bybit,"BNB Chain Ecosystem, Ethereum Ecosystem, Payment Solutions, DWF Labs Portfolio",alchemy-pay,Alchemy Pay,ACH,92101822,186301735.0,ACH/USDT,0.01867,21581.516780381706,40270.78665314007,0.11,780598.0
Gate.io,"BNB Chain Ecosystem, Ethereum Ecosystem, Payment Solutions, DWF Labs Portfolio",alchemy-pay,Alchemy Pay,ACH,92101822,186301735.0,ACH/USDT,0.01863,124383.12654518629,162612.51712742797,0.05,5729941.0
KuCoin,"BNB Chain Ecosystem, Ethereum Ecosystem, Payment Solutions, DWF Labs Portfolio",alchemy-pay,Alchemy Pay,ACH,92101822,186301735.0,ACH/USDT,0.018643,11850.21742781894,25403.543048229338,0.06,733453.0
MEXC,"BNB Chain Ecosystem, Ethereum Ecosystem, Payment Solutions, DWF Labs Portfolio",alchemy-pay,Alchemy Pay,ACH,92101822,186301735.0,ACH/USDT,0.01859,100031.06232981382,136848.47006633808,0.11,2870221.0
Binance,"Smart Contract Platform, SocialFi, Layer 1 (L1), Gaming Blockchains",hive,Hive,HIVE,92155487,,HIVE/USDT,0.1947,28813.848842622563,44534.231838160566,0.1,2852436.0
Bitget,"Smart Contract Platform, SocialFi, Layer 1 (L1), Gaming Blockchains",hive,Hive,HIVE,92155487,,HIVE/USDT,0.1939,54991.90598776516,91997.13424631333,0.41,139673.0
Gate.io,"Smart Contract Platform, SocialFi, Layer 1 (L1), Gaming Blockchains",hive,Hive,HIVE,92155487,,HIVE/USDT,0.1942,15156.80112976144,30466.409689858596,0.31,291922.0
MEXC,"Smart Contract Platform, SocialFi, Layer 1 (L1), Gaming Blockchains",hive,Hive,HIVE,92155487,,HIVE/USDT,0.193,28722.37953944647,39279.1273499584,0.21,908881.0
Binance,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Decentralized Identifier (DID), Base Ecosystem, Gravity Alpha Ecosystem",g-token,Gravity,G,89992998,149310212.0,G/USDT,0.01242,105704.76124275215,100123.56943337391,0.08,1819501.0
Bitget,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Decentralized Identifier (DID), Base Ecosystem, Gravity Alpha Ecosystem",g-token,Gravity,G,89992998,149310212.0,G/USDT,0.01247,21249.523549412464,11570.276526776543,0.24,103439.0
Bybit,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Decentralized Identifier (DID), Base Ecosystem, Gravity Alpha Ecosystem",g-token,Gravity,G,89992998,149310212.0,G/USDT,0.01244,17189.863376876165,32822.24779382537,0.24,68025.0
Gate.io,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Decentralized Identifier (DID), Base Ecosystem, Gravity Alpha Ecosystem",g-token,Gravity,G,89992998,149310212.0,G/USDT,0.01245,41407.95755421439,43304.73336856489,0.32,54868.0
KuCoin,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Decentralized Identifier (DID), Base Ecosystem, Gravity Alpha Ecosystem",g-token,Gravity,G,89992998,149310212.0,G/USDT,0.01232,10783.934345665664,2143.113743593642,0.64,19167.21
MEXC,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Decentralized Identifier (DID), Base Ecosystem, Gravity Alpha Ecosystem",g-token,Gravity,G,89992998,149310212.0,G/USDT,0.01241,53697.07956121058,48753.00740429285,0.24,1102310.0
Binance,"Binance Launchpool, Solana Ecosystem, Ethereum Ecosystem, Base Ecosystem, Decentralized Science (DeSci)",bio-protocol,Bio Protocol,BIO,90439562,184076550.0,BIO/USDT,0.0556,193577.82811940953,191016.33397152126,0.18,4917076.0
Bitget,"Binance Launchpool, Solana Ecosystem, Ethereum Ecosystem, Base Ecosystem, Decentralized Science (DeSci)",bio-protocol,Bio Protocol,BIO,90439562,184076550.0,BIO/USDT,0.0554,85264.12075644042,84470.11725618041,0.36,4560719.0
Gate.io,"Binance Launchpool, Solana Ecosystem, Ethereum Ecosystem, Base Ecosystem, Decentralized Science (DeSci)",bio-protocol,Bio Protocol,BIO,90439562,184076550.0,BIO/USDT,0.05562,42657.51794663268,75054.17608741032,0.31,1300038.0
KuCoin,"Binance Launchpool, Solana Ecosystem, Ethereum Ecosystem, Base Ecosystem, Decentralized Science (DeSci)",bio-protocol,Bio Protocol,BIO,90439562,184076550.0,BIO/USDT,0.05548,106160.18559835161,118358.16211952912,0.13,393206.0
MEXC,"Binance Launchpool, Solana Ecosystem, Ethereum Ecosystem, Base Ecosystem, Decentralized Science (DeSci)",bio-protocol,Bio Protocol,BIO,90439562,184076550.0,BIO/USDT,0.05557,251933.0327600579,244590.41054460057,0.2,2940220.0
Binance,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Gnosis Chain Ecosystem, MEV Protection, Arbitrum Ecosystem, Ethereum Ecosystem, Intent, Delphi Ventures Portfolio, Blockchain Capital Portfolio",cow-protocol,CoW Protocol,COW,89562420,215109995.0,COW/USDT,0.2154,36479.61280399148,34372.17118958312,0.14,1683391.0
Bitget,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Gnosis Chain Ecosystem, MEV Protection, Arbitrum Ecosystem, Ethereum Ecosystem, Intent, Delphi Ventures Portfolio, Blockchain Capital Portfolio",cow-protocol,CoW Protocol,COW,89562420,215109995.0,COW/USDT,0.2153,46302.75710154663,45261.743799119955,0.14,2312087.0
Gate.io,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Gnosis Chain Ecosystem, MEV Protection, Arbitrum Ecosystem, Ethereum Ecosystem, Intent, Delphi Ventures Portfolio, Blockchain Capital Portfolio",cow-protocol,CoW Protocol,COW,89562420,215109995.0,COW/USDT,0.2156,11890.578007994336,18115.210487409815,0.09,2804690.0
KuCoin,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Gnosis Chain Ecosystem, MEV Protection, Arbitrum Ecosystem, Ethereum Ecosystem, Intent, Delphi Ventures Portfolio, Blockchain Capital Portfolio",cow-protocol,CoW Protocol,COW,89562420,215109995.0,COW/USDT,0.2159,10865.256276444774,15869.247968211928,0.19,149754.0
MEXC,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Gnosis Chain Ecosystem, MEV Protection, Arbitrum Ecosystem, Ethereum Ecosystem, Intent, Delphi Ventures Portfolio, Blockchain Capital Portfolio",cow-protocol,CoW Protocol,COW,89562420,215109995.0,COW/USDT,0.2154,39399.81380327698,54178.71321976153,0.14,993772.0
Bitget,"Artificial Intelligence (AI), Smart Contract Platform, BNB Chain Ecosystem, Solana Ecosystem, Layer 1 (L1), Polygon Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Injective Ecosystem, OKX Ventures Portfolio",zignaly,ZIGChain,ZIG,88578524,122832507.0,ZIG/USDT,0.06328,1014.6831646793931,1895.5360095717801,1.88,89690.0
Bybit,"Artificial Intelligence (AI), Smart Contract Platform, BNB Chain Ecosystem, Solana Ecosystem, Layer 1 (L1), Polygon Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Injective Ecosystem, OKX Ventures Portfolio",zignaly,ZIGChain,ZIG,88578524,122832507.0,ZIG/USDT,0.06297,9788.391732878823,5497.649781743304,0.27,1361942.0
Gate.io,"Artificial Intelligence (AI), Smart Contract Platform, BNB Chain Ecosystem, Solana Ecosystem, Layer 1 (L1), Polygon Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Injective Ecosystem, OKX Ventures Portfolio",zignaly,ZIGChain,ZIG,88578524,122832507.0,ZIG/USDT,0.06325,4180.4169678358885,4580.59634725335,0.36,881623.0
MEXC,"Artificial Intelligence (AI), Smart Contract Platform, BNB Chain Ecosystem, Solana Ecosystem, Layer 1 (L1), Polygon Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Injective Ecosystem, OKX Ventures Portfolio",zignaly,ZIGChain,ZIG,88578524,122832507.0,ZIG/USDT,0.062497,8646.056234655876,4784.052093742231,0.22,612854.0
Bitget,"BRC-20, Bitcoin Ecosystem, Inscriptions",sats-ordinals,SATS (Ordinals),SATS,88858522,88858522.0,SATS/USDT,4.23e-08,56189.467272413145,57093.00654546443,0.24,306063.0
Bybit,"BRC-20, Bitcoin Ecosystem, Inscriptions",sats-ordinals,SATS (Ordinals),SATS,88858522,88858522.0,SATS/USDT,4.25e-08,34259.15661086402,50162.83572003628,0.24,384525.0
Gate.io,"BRC-20, Bitcoin Ecosystem, Inscriptions",sats-ordinals,SATS (Ordinals),SATS,88858522,88858522.0,SATS/USDT,4.246e-08,113292.09747162869,216195.43448766458,0.09,21546208.0
KuCoin,"BRC-20, Bitcoin Ecosystem, Inscriptions",sats-ordinals,SATS (Ordinals),SATS,88858522,88858522.0,SATS/USDT,4.22e-08,13721.41850531765,15072.406515223704,0.47,134404.0
MEXC,"BRC-20, Bitcoin Ecosystem, Inscriptions",sats-ordinals,SATS (Ordinals),SATS,88858522,88858522.0,SATS/USDT,4.224e-08,162408.61960825967,129085.85317516649,0.47,3922856.0
Binance,"Decentralized Finance (DeFi), Oracle, Ethereum Ecosystem, DWF Labs Portfolio, Pantera Capital Portfolio",api3,API3,API3,87197307,108350882.0,API3/USDT,0.732,107464.09605701057,103947.82871119601,0.14,4580545.0
Bitget,"Decentralized Finance (DeFi), Oracle, Ethereum Ecosystem, DWF Labs Portfolio, Pantera Capital Portfolio",api3,API3,API3,87197307,108350882.0,API3/USDT,0.73,131246.42547647542,124780.69373484411,0.27,159097.0
Gate.io,"Decentralized Finance (DeFi), Oracle, Ethereum Ecosystem, DWF Labs Portfolio, Pantera Capital Portfolio",api3,API3,API3,87197307,108350882.0,API3/USDT,0.7318,43523.55218754183,55359.285414118836,0.15,1309424.0
KuCoin,"Decentralized Finance (DeFi), Oracle, Ethereum Ecosystem, DWF Labs Portfolio, Pantera Capital Portfolio",api3,API3,API3,87197307,108350882.0,API3/USDT,0.7299,7871.8936552920695,11649.83437081435,0.12,100130.0
MEXC,"Decentralized Finance (DeFi), Oracle, Ethereum Ecosystem, DWF Labs Portfolio, Pantera Capital Portfolio",api3,API3,API3,87197307,108350882.0,API3/USDT,0.7323,197228.750781,194624.53587720086,0.29,904503.0
Bybit,"Big Data, Analytics, Arbitrum Ecosystem, Base Ecosystem",subsquid,SQD,SQD,87880161,186300653.0,SQD/USDT,0.14012,3241.75519348641,5810.342664940976,0.76,400727.0
Gate.io,"Big Data, Analytics, Arbitrum Ecosystem, Base Ecosystem",subsquid,SQD,SQD,87880161,186300653.0,SQD/USDT,0.13935,712.6032026706778,1086.3394474543732,0.49,153719.0
KuCoin,"Big Data, Analytics, Arbitrum Ecosystem, Base Ecosystem",subsquid,SQD,SQD,87880161,186300653.0,SQD/USDT,0.13841,1970.55298688246,1943.5482198653588,0.83,124243.0
MEXC,"Big Data, Analytics, Arbitrum Ecosystem, Base Ecosystem",subsquid,SQD,SQD,87880161,186300653.0,SQD/USDT,0.13974,4141.569633245059,6306.822262320837,0.23,281780.0
Binance,"Infrastructure, Binance Launchpool",nillion,Nillion,NIL,87421317,447969855.0,NIL/USDT,0.439,233197.61844865832,361823.64359530713,0.23,29152559.0
Bitget,"Infrastructure, Binance Launchpool",nillion,Nillion,NIL,87421317,447969855.0,NIL/USDT,0.45,82499.15908888764,104806.89343717796,0.22,2685487.0
Gate.io,"Infrastructure, Binance Launchpool",nillion,Nillion,NIL,87421317,447969855.0,NIL/USDT,0.4501,138833.95121745847,175921.9119049366,0.13,33816155.0
KuCoin,"Infrastructure, Binance Launchpool",nillion,Nillion,NIL,87421317,447969855.0,NIL/USDT,0.4503,88350.98748591352,142833.86091996625,0.11,12844730.0
MEXC,"Infrastructure, Binance Launchpool",nillion,Nillion,NIL,87421317,447969855.0,NIL/USDT,0.4493,289118.2693340536,334237.3724038949,0.38,8022861.0
Binance,"Artificial Intelligence (AI), Binance Launchpool, Solana Ecosystem, DePIN, Animoca Brands Portfolio, Multicoin Capital Portfolio, Delphi Ventures Portfolio, OKX Ventures Portfolio, Made in USA",io,io.net,IO,84463641,448902936.0,IO/USDT,0.563,159234.06712849275,222591.1833658403,0.18,10174122.0
Bitget,"Artificial Intelligence (AI), Binance Launchpool, Solana Ecosystem, DePIN, Animoca Brands Portfolio, Multicoin Capital Portfolio, Delphi Ventures Portfolio, OKX Ventures Portfolio, Made in USA",io,io.net,IO,84463641,448902936.0,IO/USDT,0.562,261961.729528491,286521.454949132,0.18,871628.0
Bybit,"Artificial Intelligence (AI), Binance Launchpool, Solana Ecosystem, DePIN, Animoca Brands Portfolio, Multicoin Capital Portfolio, Delphi Ventures Portfolio, OKX Ventures Portfolio, Made in USA",io,io.net,IO,84463641,448902936.0,IO/USDT,0.562,121523.68200562347,131049.61295598447,0.18,2934733.0
Gate.io,"Artificial Intelligence (AI), Binance Launchpool, Solana Ecosystem, DePIN, Animoca Brands Portfolio, Multicoin Capital Portfolio, Delphi Ventures Portfolio, OKX Ventures Portfolio, Made in USA",io,io.net,IO,84463641,448902936.0,IO/USDT,0.563,148427.9863280305,235224.43748032363,0.18,4811206.0
KuCoin,"Artificial Intelligence (AI), Binance Launchpool, Solana Ecosystem, DePIN, Animoca Brands Portfolio, Multicoin Capital Portfolio, Delphi Ventures Portfolio, OKX Ventures Portfolio, Made in USA",io,io.net,IO,84463641,448902936.0,IO/USDT,0.5616,65233.796191526555,72825.66480435357,0.14,866016.0
MEXC,"Artificial Intelligence (AI), Binance Launchpool, Solana Ecosystem, DePIN, Animoca Brands Portfolio, Multicoin Capital Portfolio, Delphi Ventures Portfolio, OKX Ventures Portfolio, Made in USA",io,io.net,IO,84463641,448902936.0,IO/USDT,0.564,231642.85824408624,313228.0899570741,0.18,4092460.0
Binance,"Business Services, Decentralized Finance (DeFi), Oracle, Derivatives, Synthetic Issuer, Avalanche Ecosystem, Ethereum Ecosystem, Blockchain Capital Portfolio, Synthetic, Made in USA",uma,UMA,UMA,84130671,121156387.0,UMA/USDT,0.98,38663.283383239934,42323.94282296988,0.1,2084119.0
Bitget,"Business Services, Decentralized Finance (DeFi), Oracle, Derivatives, Synthetic Issuer, Avalanche Ecosystem, Ethereum Ecosystem, Blockchain Capital Portfolio, Synthetic, Made in USA",uma,UMA,UMA,84130671,121156387.0,UMA/USDT,0.979,23212.187383524008,26762.596274680396,0.1,137289.0
Bybit,"Business Services, Decentralized Finance (DeFi), Oracle, Derivatives, Synthetic Issuer, Avalanche Ecosystem, Ethereum Ecosystem, Blockchain Capital Portfolio, Synthetic, Made in USA",uma,UMA,UMA,84130671,121156387.0,UMA/USDT,0.9779,10975.867049128585,17971.838181659117,0.42,81811.0
Gate.io,"Business Services, Decentralized Finance (DeFi), Oracle, Derivatives, Synthetic Issuer, Avalanche Ecosystem, Ethereum Ecosystem, Blockchain Capital Portfolio, Synthetic, Made in USA",uma,UMA,UMA,84130671,121156387.0,UMA/USDT,0.98,63619.195886141555,74350.22960871444,0.2,231090.0
KuCoin,"Business Services, Decentralized Finance (DeFi), Oracle, Derivatives, Synthetic Issuer, Avalanche Ecosystem, Ethereum Ecosystem, Blockchain Capital Portfolio, Synthetic, Made in USA",uma,UMA,UMA,84130671,121156387.0,UMA/USDT,0.98,12999.732013225932,18860.278966784874,0.2,105004.0
MEXC,"Business Services, Decentralized Finance (DeFi), Oracle, Derivatives, Synthetic Issuer, Avalanche Ecosystem, Ethereum Ecosystem, Blockchain Capital Portfolio, Synthetic, Made in USA",uma,UMA,UMA,84130671,121156387.0,UMA/USDT,0.9785,26982.40807927847,48402.261817688996,0.24,1687124.0
Bitget,"Gaming (GameFi), NFT, Kaia Ecosystem, Gaming Blockchains",bora,BORA,BORA,83670500,87517420.0,BORA/USDT,0.075,69.63866868344462,382.2033545856505,0.13,43275.0
Gate.io,"Gaming (GameFi), NFT, Kaia Ecosystem, Gaming Blockchains",bora,BORA,BORA,83670500,87517420.0,BORA/USDT,0.07014,1118.211848486418,461.08218280451496,0.31,6356.98
Binance,"Decentralized Finance (DeFi), Launchpad, Ethereum Ecosystem, DWF Labs Portfolio, Coinbase Ventures Portfolio, Pantera Capital Portfolio, Blockchain Capital Portfolio",auction,Bounce,AUCTION,82565505,95728426.0,AUCTION/USDT,12.46,284809.5104606376,327642.7352999661,0.08,25553664.0
Bitget,"Decentralized Finance (DeFi), Launchpad, Ethereum Ecosystem, DWF Labs Portfolio, Coinbase Ventures Portfolio, Pantera Capital Portfolio, Blockchain Capital Portfolio",auction,Bounce,AUCTION,82565505,95728426.0,AUCTION/USDT,12.45,99205.30872507911,141355.61098284903,0.16,627074.0
Gate.io,"Decentralized Finance (DeFi), Launchpad, Ethereum Ecosystem, DWF Labs Portfolio, Coinbase Ventures Portfolio, Pantera Capital Portfolio, Blockchain Capital Portfolio",auction,Bounce,AUCTION,82565505,95728426.0,AUCTION/USDT,12.487,163036.75059369503,126576.8432952851,0.08,4975214.0
KuCoin,"Decentralized Finance (DeFi), Launchpad, Ethereum Ecosystem, DWF Labs Portfolio, Coinbase Ventures Portfolio, Pantera Capital Portfolio, Blockchain Capital Portfolio",auction,Bounce,AUCTION,82565505,95728426.0,AUCTION/USDT,12.47,7309.465464054259,25987.48229163026,0.08,182154.0
MEXC,"Decentralized Finance (DeFi), Launchpad, Ethereum Ecosystem, DWF Labs Portfolio, Coinbase Ventures Portfolio, Pantera Capital Portfolio, Blockchain Capital Portfolio",auction,Bounce,AUCTION,82565505,95728426.0,AUCTION/USDT,12.455,336919.46150678076,418519.67070754454,0.14,2420834.0
Bitget,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Made in USA",proton,XPR Network,XPR,82671642,91633982.0,XPR/USDT,0.003036,15909.317341730319,18078.739970990162,0.33,412710.0
Gate.io,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Made in USA",proton,XPR Network,XPR,82671642,91633982.0,XPR/USDT,0.0030389,2937.7707667846444,8055.034025211668,0.2,1218054.0
KuCoin,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Made in USA",proton,XPR Network,XPR,82671642,91633982.0,XPR/USDT,0.0030354,6727.854826660594,16473.53639345983,0.15,1186607.0
MEXC,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Made in USA",proton,XPR Network,XPR,82671642,91633982.0,XPR/USDT,0.0030413,3283.7346915303733,7878.710757144157,0.33,157425.0
Gate.io,"Decentralized Finance (DeFi), Yield Farming, Lending/Borrowing Protocols, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, Binance Alpha Spotlight",syrup,Maple Finance,SYRUP,81864760,108337741.0,SYRUP/USDT,0.09162,42632.079892427755,36430.07663237837,0.14,726422.0
KuCoin,"Decentralized Finance (DeFi), Yield Farming, Lending/Borrowing Protocols, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, Binance Alpha Spotlight",syrup,Maple Finance,SYRUP,81864760,108337741.0,SYRUP/USDT,0.0918,35335.487848798475,17418.006922246255,0.11,47902.0
MEXC,"Decentralized Finance (DeFi), Yield Farming, Lending/Borrowing Protocols, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, Binance Alpha Spotlight",syrup,Maple Finance,SYRUP,81864760,108337741.0,SYRUP/USDT,0.09164,39721.740037263546,34995.96219989743,0.16,123340.0
Binance,"Smart Contract Platform, Ethereum Ecosystem, Metis Ecosystem, Layer 2 (L2), DWF Labs Portfolio, Rollup, GMCI Layer 2 Index, OKX Ventures Portfolio, GMCI Index",metis-token,Metis,METIS,82091636,130018673.0,METIS/USDT,12.94,84217.20018084373,93280.11641103751,0.08,2860811.0
Bitget,"Smart Contract Platform, Ethereum Ecosystem, Metis Ecosystem, Layer 2 (L2), DWF Labs Portfolio, Rollup, GMCI Layer 2 Index, OKX Ventures Portfolio, GMCI Index",metis-token,Metis,METIS,82091636,130018673.0,METIS/USDT,13.03,48979.13100147574,64522.90498920524,0.15,465706.0
Gate.io,"Smart Contract Platform, Ethereum Ecosystem, Metis Ecosystem, Layer 2 (L2), DWF Labs Portfolio, Rollup, GMCI Layer 2 Index, OKX Ventures Portfolio, GMCI Index",metis-token,Metis,METIS,82091636,130018673.0,METIS/USDT,13.07,42189.30176552659,58837.32351016193,0.08,4287620.0
KuCoin,"Smart Contract Platform, Ethereum Ecosystem, Metis Ecosystem, Layer 2 (L2), DWF Labs Portfolio, Rollup, GMCI Layer 2 Index, OKX Ventures Portfolio, GMCI Index",metis-token,Metis,METIS,82091636,130018673.0,METIS/USDT,13.06,12891.808913502296,33818.055712731344,0.15,462053.0
MEXC,"Smart Contract Platform, Ethereum Ecosystem, Metis Ecosystem, Layer 2 (L2), DWF Labs Portfolio, Rollup, GMCI Layer 2 Index, OKX Ventures Portfolio, GMCI Index",metis-token,Metis,METIS,82091636,130018673.0,METIS/USDT,13.07,28599.435336094808,28265.093073604414,0.31,2010373.0
Bybit,"Artificial Intelligence (AI), Virtual Reality, BNB Chain Ecosystem, Launchpad, Ethereum Ecosystem, Telegram Apps, Discord Bots, Base Ecosystem, PAAL AI Launchpad, AI Agents, AI Applications, AI Agent Launchpad, Binance Alpha Spotlight, AI Framework, DeFAI, Made in USA",paal-ai,PAAL AI,PAAL,82609319,92212901.0,PAAL/USDT,0.09241,9089.763079521777,8272.43800514501,0.34,430366.0
Gate.io,"Artificial Intelligence (AI), Virtual Reality, BNB Chain Ecosystem, Launchpad, Ethereum Ecosystem, Telegram Apps, Discord Bots, Base Ecosystem, PAAL AI Launchpad, AI Agents, AI Applications, AI Agent Launchpad, Binance Alpha Spotlight, AI Framework, DeFAI, Made in USA",paal-ai,PAAL AI,PAAL,82609319,92212901.0,PAAL/USDT,0.09278,12551.90986876527,8496.297942884441,0.27,7338060.0
KuCoin,"Artificial Intelligence (AI), Virtual Reality, BNB Chain Ecosystem, Launchpad, Ethereum Ecosystem, Telegram Apps, Discord Bots, Base Ecosystem, PAAL AI Launchpad, AI Agents, AI Applications, AI Agent Launchpad, Binance Alpha Spotlight, AI Framework, DeFAI, Made in USA",paal-ai,PAAL AI,PAAL,82609319,92212901.0,PAAL/USDT,0.0924,2555.711767611405,2751.224506922704,0.65,193238.0
MEXC,"Artificial Intelligence (AI), Virtual Reality, BNB Chain Ecosystem, Launchpad, Ethereum Ecosystem, Telegram Apps, Discord Bots, Base Ecosystem, PAAL AI Launchpad, AI Agents, AI Applications, AI Agent Launchpad, Binance Alpha Spotlight, AI Framework, DeFAI, Made in USA",paal-ai,PAAL AI,PAAL,82609319,92212901.0,PAAL/USDT,0.09258,5302.572541100207,6147.783680022149,0.37,420426.0
Binance,"Arbitrum Ecosystem, Ethereum Ecosystem, Account Abstraction, Coinbase Ventures Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Consensys Portfolio, Outlier Ventures Portfolio",biconomy,Biconomy,BICO,82246291,87344504.0,BICO/USDT,0.0871,44737.80898530729,34893.164431885685,0.11,2303882.0
Bitget,"Arbitrum Ecosystem, Ethereum Ecosystem, Account Abstraction, Coinbase Ventures Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Consensys Portfolio, Outlier Ventures Portfolio",biconomy,Biconomy,BICO,82246291,87344504.0,BICO/USDT,0.0874,55129.100429343554,66742.73630535394,0.46,68558.0
Bybit,"Arbitrum Ecosystem, Ethereum Ecosystem, Account Abstraction, Coinbase Ventures Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Consensys Portfolio, Outlier Ventures Portfolio",biconomy,Biconomy,BICO,82246291,87344504.0,BICO/USDT,0.0875,3770.036528623261,35406.142476234134,0.23,148919.0
Gate.io,"Arbitrum Ecosystem, Ethereum Ecosystem, Account Abstraction, Coinbase Ventures Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Consensys Portfolio, Outlier Ventures Portfolio",biconomy,Biconomy,BICO,82246291,87344504.0,BICO/USDT,0.0869,28718.017854475733,35439.298728296635,0.46,48247.0
KuCoin,"Arbitrum Ecosystem, Ethereum Ecosystem, Account Abstraction, Coinbase Ventures Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Consensys Portfolio, Outlier Ventures Portfolio",biconomy,Biconomy,BICO,82246291,87344504.0,BICO/USDT,0.0875,3975.979616510698,23564.15201004148,0.34,15015.38
MEXC,"Arbitrum Ecosystem, Ethereum Ecosystem, Account Abstraction, Coinbase Ventures Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Consensys Portfolio, Outlier Ventures Portfolio",biconomy,Biconomy,BICO,82246291,87344504.0,BICO/USDT,0.0871,74651.8688638726,67423.14216181125,0.11,1391508.0
Gate.io,Layer 1 (L1),oec-token,OKT Chain,OKT,82818784,82818784.0,OKT/USDT,4.62,522.3014602818516,365.8925133124923,1.39,10894.84
MEXC,Layer 1 (L1),oec-token,OKT Chain,OKT,82818784,82818784.0,OKT/USDT,4.625,1024.3620740212784,257.2819099840819,2.87,196380.0
Binance,"Gambling (GambleFi), Ethereum Ecosystem, Pantera Capital Portfolio, Energi Ecosystem",funfair,FUNToken,FUN,82004505,85107036.0,FUN/USDT,0.007648,90898.66652705906,115371.21952149009,0.04,33241185.0
Gate.io,"Gambling (GambleFi), Ethereum Ecosystem, Pantera Capital Portfolio, Energi Ecosystem",funfair,FUNToken,FUN,82004505,85107036.0,FUN/USDT,0.007804,33224.32864497789,69874.46177479251,0.15,20568544.0
MEXC,"Gambling (GambleFi), Ethereum Ecosystem, Pantera Capital Portfolio, Energi Ecosystem",funfair,FUNToken,FUN,82004505,85107036.0,FUN/USDT,0.007729,5784.233959090604,5389.471581800822,0.24,19933738.0
MEXC,"Smart Contract Platform, Privacy, Layer 1 (L1), Proof of Stake (PoS), Proof of Work (PoW), Zano Ecosystem, Privacy Blockchain",zano,Zano,ZANO,81556447,81560931.0,ZANO/USDT,5.547,477.8806229211208,3226.618191490686,0.02,318864.0
Bitget,"Solana Ecosystem, Meme, Solana Meme, PolitiFi, Made in USA",melania-meme,Melania Meme,MELANIA,81156620,541043353.0,MELANIA/USDT,0.543,12035.702503906581,14208.136443238418,0.37,4543001.0
Gate.io,"Solana Ecosystem, Meme, Solana Meme, PolitiFi, Made in USA",melania-meme,Melania Meme,MELANIA,81156620,541043353.0,MELANIA/USDT,0.546,2853.273550353266,18607.025948762144,0.37,2773654.0
KuCoin,"Solana Ecosystem, Meme, Solana Meme, PolitiFi, Made in USA",melania-meme,Melania Meme,MELANIA,81156620,541043353.0,MELANIA/USDT,0.542,17433.724220877542,11183.622035791368,0.18,742507.0
MEXC,"Solana Ecosystem, Meme, Solana Meme, PolitiFi, Made in USA",melania-meme,Melania Meme,MELANIA,81156620,541043353.0,MELANIA/USDT,0.54,4175.351068007807,5670.669643080673,0.18,240125.0
Bitget,"Decentralized Finance (DeFi), DaoMaker Launchpad, Ethereum Ecosystem, Real World Assets (RWA), Sequoia Capital Portfolio, Made in USA",clearpool,Clearpool,CPOOL,80338789,105716450.0,CPOOL/USDT,0.10687,2071.4925657066137,5845.162437129693,0.5,256596.0
Bybit,"Decentralized Finance (DeFi), DaoMaker Launchpad, Ethereum Ecosystem, Real World Assets (RWA), Sequoia Capital Portfolio, Made in USA",clearpool,Clearpool,CPOOL,80338789,105716450.0,CPOOL/USDT,0.10657,12125.084846146377,23824.990440732185,0.18,1030992.0
