Exchange,Category,Token CEX,Token Name,Ticker,Market Cap Today,FDV Today,Pair,Price,Depth +2%,Depth -2%,Bid Ask Spread Percentage,24H Volume (USD) on USDT
Binance,"Smart Contract Platform, Optimism Ecosystem, Layer 2 (L2), Paradigm Portfolio, Rollup, Andreessen Horowitz (a16z) Portfolio, GMCI Layer 2 Index, GMCI Index, Optimism Superchain Ecosystem, Made in USA",optimism,Optimism,OP,975872623,2529291206.0,OP/USDT,0.591,369169.43749961635,382361.7048010171,0.17,31687884.0
Bitget,"Smart Contract Platform, Optimism Ecosystem, Layer 2 (L2), Paradigm Portfolio, Rollup, Andreessen Horowitz (a16z) Portfolio, GMCI Layer 2 Index, GMCI Index, Optimism Superchain Ecosystem, Made in USA",optimism,Optimism,OP,975872623,2529291206.0,OP/USDT,0.589,407279.8748924012,266599.8299505315,0.17,1319323.0
Bybit,"Smart Contract Platform, Optimism Ecosystem, Layer 2 (L2), Paradigm Portfolio, Rollup, Andreessen Horowitz (a16z) Portfolio, GMCI Layer 2 Index, GMCI Index, Optimism Superchain Ecosystem, Made in USA",optimism,Optimism,OP,975872623,2529291206.0,OP/USDT,0.587,75574.79951738872,92714.79842992574,0.17,5537154.0
Gate.io,"Smart Contract Platform, Optimism Ecosystem, Layer 2 (L2), Paradigm Portfolio, Rollup, Andreessen Horowitz (a16z) Portfolio, GMCI Layer 2 Index, GMCI Index, Optimism Superchain Ecosystem, Made in USA",optimism,Optimism,OP,975872623,2529291206.0,OP/USDT,0.589,309290.7371499812,262126.16033853075,0.02,26302264.0
KuCoin,"Smart Contract Platform, Optimism Ecosystem, Layer 2 (L2), Paradigm Portfolio, Rollup, Andreessen Horowitz (a16z) Portfolio, GMCI Layer 2 Index, GMCI Index, Optimism Superchain Ecosystem, Made in USA",optimism,Optimism,OP,975872623,2529291206.0,OP/USDT,0.588,71501.12048426409,69941.52532603809,0.17,1183215.0
MEXC,"Smart Contract Platform, Optimism Ecosystem, Layer 2 (L2), Paradigm Portfolio, Rollup, Andreessen Horowitz (a16z) Portfolio, GMCI Layer 2 Index, GMCI Index, Optimism Superchain Ecosystem, Made in USA",optimism,Optimism,OP,975872623,2529291206.0,OP/USDT,0.59,727431.4953180031,577506.8456681828,0.17,11258354.0
Binance,"Artificial Intelligence (AI), NFT, BNB Chain Ecosystem, Ethereum Ecosystem, Binance Launchpad, DWF Labs Portfolio, Osmosis Ecosystem, AI Agents, GMCI DePIN Index, GMCI Index, Outlier Ventures Portfolio",fetch-ai,Artificial Superintelligence Alliance,FET,971873122,1012738983.0,FET/USDT,0.375,291038.1319679293,320892.2235398902,0.27,24429706.0
Bitget,"Artificial Intelligence (AI), NFT, BNB Chain Ecosystem, Ethereum Ecosystem, Binance Launchpad, DWF Labs Portfolio, Osmosis Ecosystem, AI Agents, GMCI DePIN Index, GMCI Index, Outlier Ventures Portfolio",fetch-ai,Artificial Superintelligence Alliance,FET,971873122,1012738983.0,FET/USDT,0.373,212865.48744660357,70860.27933814681,0.27,4824129.0
Bybit,"Artificial Intelligence (AI), NFT, BNB Chain Ecosystem, Ethereum Ecosystem, Binance Launchpad, DWF Labs Portfolio, Osmosis Ecosystem, AI Agents, GMCI DePIN Index, GMCI Index, Outlier Ventures Portfolio",fetch-ai,Artificial Superintelligence Alliance,FET,971873122,1012738983.0,FET/USDT,0.372,33565.70598101994,47635.61201193728,0.27,3209606.0
Gate.io,"Artificial Intelligence (AI), NFT, BNB Chain Ecosystem, Ethereum Ecosystem, Binance Launchpad, DWF Labs Portfolio, Osmosis Ecosystem, AI Agents, GMCI DePIN Index, GMCI Index, Outlier Ventures Portfolio",fetch-ai,Artificial Superintelligence Alliance,FET,971873122,1012738983.0,FET/USDT,0.3721,257818.42776982684,241748.29524613117,0.05,26049055.0
KuCoin,"Artificial Intelligence (AI), NFT, BNB Chain Ecosystem, Ethereum Ecosystem, Binance Launchpad, DWF Labs Portfolio, Osmosis Ecosystem, AI Agents, GMCI DePIN Index, GMCI Index, Outlier Ventures Portfolio",fetch-ai,Artificial Superintelligence Alliance,FET,971873122,1012738983.0,FET/USDT,0.3721,48480.813568259895,44860.50208790034,0.05,6828812.0
MEXC,"Artificial Intelligence (AI), NFT, BNB Chain Ecosystem, Ethereum Ecosystem, Binance Launchpad, DWF Labs Portfolio, Osmosis Ecosystem, AI Agents, GMCI DePIN Index, GMCI Index, Outlier Ventures Portfolio",fetch-ai,Artificial Superintelligence Alliance,FET,971873122,1012738983.0,FET/USDT,0.3716,567594.6727288846,628818.9077888072,0.24,10346701.0
Bitget,"Smart Contract Platform, Layer 1 (L1), Real World Assets (RWA)",xdce-crowd-sale,XDC Network,XDC,959834318,2322147657.0,XDC/USDT,0.06108,46164.18928944788,50271.18632761829,0.08,1272605.0
Bybit,"Smart Contract Platform, Layer 1 (L1), Real World Assets (RWA)",xdce-crowd-sale,XDC Network,XDC,959834318,2322147657.0,XDC/USDT,0.06108,146474.47221417894,43664.25404607905,0.07,3706436.0
Gate.io,"Smart Contract Platform, Layer 1 (L1), Real World Assets (RWA)",xdce-crowd-sale,XDC Network,XDC,959834318,2322147657.0,XDC/USDT,0.06109,86832.51712696384,51646.01600283509,0.05,15108186.0
KuCoin,"Smart Contract Platform, Layer 1 (L1), Real World Assets (RWA)",xdce-crowd-sale,XDC Network,XDC,959834318,2322147657.0,XDC/USDT,0.06095,118559.40718047379,145336.0442967672,0.05,4262711.0
MEXC,"Smart Contract Platform, Layer 1 (L1), Real World Assets (RWA)",xdce-crowd-sale,XDC Network,XDC,959834318,2322147657.0,XDC/USDT,0.06111,35487.27965936459,30325.1057208025,0.02,7449700.0
Binance,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Avalanche Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Paradigm Portfolio, Index Coop Defi Index, Stablecoin Protocol, DragonFly Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Energi Ecosystem, Sora Ecosystem, GMCI DeFi Index, RWA Protocol, Index Coop Index, GMCI Index, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index",maker,Maker,MKR,947805594,977191972.0,MKR/USDT,1136.0,193130.08274034175,213772.9997356896,0.09,18666985.0
Bitget,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Avalanche Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Paradigm Portfolio, Index Coop Defi Index, Stablecoin Protocol, DragonFly Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Energi Ecosystem, Sora Ecosystem, GMCI DeFi Index, RWA Protocol, Index Coop Index, GMCI Index, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index",maker,Maker,MKR,947805594,977191972.0,MKR/USDT,1118.0,116465.66919138668,134333.31750636498,0.09,322961.0
Bybit,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Avalanche Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Paradigm Portfolio, Index Coop Defi Index, Stablecoin Protocol, DragonFly Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Energi Ecosystem, Sora Ecosystem, GMCI DeFi Index, RWA Protocol, Index Coop Index, GMCI Index, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index",maker,Maker,MKR,947805594,977191972.0,MKR/USDT,1119.0,38157.937440359536,55232.83310875584,0.09,4276481.0
Gate.io,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Avalanche Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Paradigm Portfolio, Index Coop Defi Index, Stablecoin Protocol, DragonFly Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Energi Ecosystem, Sora Ecosystem, GMCI DeFi Index, RWA Protocol, Index Coop Index, GMCI Index, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index",maker,Maker,MKR,947805594,977191972.0,MKR/USDT,1116.05,135172.02725484734,109525.33892549617,0.08,5160569.0
KuCoin,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Avalanche Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Paradigm Portfolio, Index Coop Defi Index, Stablecoin Protocol, DragonFly Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Energi Ecosystem, Sora Ecosystem, GMCI DeFi Index, RWA Protocol, Index Coop Index, GMCI Index, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index",maker,Maker,MKR,947805594,977191972.0,MKR/USDT,1118.23,40834.11484551692,35021.31330865653,0.13,428664.0
MEXC,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Avalanche Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Paradigm Portfolio, Index Coop Defi Index, Stablecoin Protocol, DragonFly Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Energi Ecosystem, Sora Ecosystem, GMCI DeFi Index, RWA Protocol, Index Coop Index, GMCI Index, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index",maker,Maker,MKR,947805594,977191972.0,MKR/USDT,1115.7,543128.50859371,280006.1596298237,0.23,11559382.0
Binance,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Solana Ecosystem, GMCI DeFi Index, Dex Aggregator, GMCI Index, Made in USA",jupiter-exchange-solana,Jupiter,JUP,943846378,2322789596.0,JUP/USDT,0.3304,209867.76262272988,220487.5643531162,0.03,21680399.0
Bitget,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Solana Ecosystem, GMCI DeFi Index, Dex Aggregator, GMCI Index, Made in USA",jupiter-exchange-solana,Jupiter,JUP,943846378,2322789596.0,JUP/USDT,0.3307,56127.005372905965,61317.18723301083,0.09,329794.0
Bybit,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Solana Ecosystem, GMCI DeFi Index, Dex Aggregator, GMCI Index, Made in USA",jupiter-exchange-solana,Jupiter,JUP,943846378,2322789596.0,JUP/USDT,0.3304,133567.1851125793,155037.2765508412,0.06,7413514.0
Gate.io,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Solana Ecosystem, GMCI DeFi Index, Dex Aggregator, GMCI Index, Made in USA",jupiter-exchange-solana,Jupiter,JUP,943846378,2322789596.0,JUP/USDT,0.3313,229341.7200968306,352673.59799239575,0.03,15371440.0
KuCoin,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Solana Ecosystem, GMCI DeFi Index, Dex Aggregator, GMCI Index, Made in USA",jupiter-exchange-solana,Jupiter,JUP,943846378,2322789596.0,JUP/USDT,0.3307,89546.47981027454,114233.10683962291,0.03,1047143.0
MEXC,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Solana Ecosystem, GMCI DeFi Index, Dex Aggregator, GMCI Index, Made in USA",jupiter-exchange-solana,Jupiter,JUP,943846378,2322789596.0,JUP/USDT,0.3314,249396.12563236992,299232.8205908232,0.12,6037257.0
Binance,"Polygon Ecosystem, Fantom Ecosystem, Ethereum Ecosystem, Alleged SEC Securities, Energi Ecosystem, Sora Ecosystem",nexo,NEXO,NEXO,921655106,921655106.0,NEXO/USDT,0.925,31779.462945366904,72701.70829581893,0.11,7122795.0
Bitget,"Polygon Ecosystem, Fantom Ecosystem, Ethereum Ecosystem, Alleged SEC Securities, Energi Ecosystem, Sora Ecosystem",nexo,NEXO,NEXO,921655106,921655106.0,NEXO/USDT,0.919,31046.556114895156,33266.068403052486,0.98,523504.0
Bybit,"Polygon Ecosystem, Fantom Ecosystem, Ethereum Ecosystem, Alleged SEC Securities, Energi Ecosystem, Sora Ecosystem",nexo,NEXO,NEXO,921655106,921655106.0,NEXO/USDT,0.9186,17961.525981963332,18888.09297208192,0.12,668869.0
Gate.io,"Polygon Ecosystem, Fantom Ecosystem, Ethereum Ecosystem, Alleged SEC Securities, Energi Ecosystem, Sora Ecosystem",nexo,NEXO,NEXO,921655106,921655106.0,NEXO/USDT,0.9192,19563.799217267486,13940.791736677025,0.32,62813.0
MEXC,"Polygon Ecosystem, Fantom Ecosystem, Ethereum Ecosystem, Alleged SEC Securities, Energi Ecosystem, Sora Ecosystem",nexo,NEXO,NEXO,921655106,921655106.0,NEXO/USDT,0.9226,23486.322215730237,39031.89975424514,0.01,4504977.0
Binance,"Ethereum Ecosystem, Real World Assets (RWA), Energi Ecosystem, Coinbase 50 Index",quant-network,Quant,QNT,899296000,903520169.0,QNT/USDT,61.8,66438.1668630834,86163.5449857796,0.17,7411532.0
Bitget,"Ethereum Ecosystem, Real World Assets (RWA), Energi Ecosystem, Coinbase 50 Index",quant-network,Quant,QNT,899296000,903520169.0,QNT/USDT,61.5,106053.82706526575,89304.23218863223,0.16,1170151.0
Bybit,"Ethereum Ecosystem, Real World Assets (RWA), Energi Ecosystem, Coinbase 50 Index",quant-network,Quant,QNT,899296000,903520169.0,QNT/USDT,61.65,40138.828902737216,38384.147002371596,0.06,4734008.0
Gate.io,"Ethereum Ecosystem, Real World Assets (RWA), Energi Ecosystem, Coinbase 50 Index",quant-network,Quant,QNT,899296000,903520169.0,QNT/USDT,61.67,39011.412110264224,38740.93500978757,0.11,5496407.0
KuCoin,"Ethereum Ecosystem, Real World Assets (RWA), Energi Ecosystem, Coinbase 50 Index",quant-network,Quant,QNT,899296000,903520169.0,QNT/USDT,62.056,30300.20744523268,24066.786084466494,0.21,883562.0
MEXC,"Ethereum Ecosystem, Real World Assets (RWA), Energi Ecosystem, Coinbase 50 Index",quant-network,Quant,QNT,899296000,903520169.0,QNT/USDT,61.91,85943.56361461361,129990.2772439819,0.4,3324048.0
Binance,"Decentralized Finance (DeFi), Solana Ecosystem, Liquid Staking Tokens, Liquid Staked SOL, Liquid Staking",binance-staked-sol,Binance Staked SOL,BNSOL,853776229,853776229.0,BNSOL/USDT,106.8,54763.37518481583,208115.04988155843,0.09,8870194.0
Binance,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Ethereum Ecosystem",dexe,DeXe,DEXE,848115596,1433303778.0,DEXE/USDT,14.938,57813.94728245754,45565.72996843752,0.03,2806834.0
Gate.io,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Ethereum Ecosystem",dexe,DeXe,DEXE,848115596,1433303778.0,DEXE/USDT,14.921,14832.624981232897,18304.204376990005,0.23,1133430.0
KuCoin,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Ethereum Ecosystem",dexe,DeXe,DEXE,848115596,1433303778.0,DEXE/USDT,14.872,3418.8416649491696,3183.9702786927546,0.34,60434.0
MEXC,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Ethereum Ecosystem",dexe,DeXe,DEXE,848115596,1433303778.0,DEXE/USDT,14.897,5133.333351840502,9068.646771467316,0.04,1705739.0
Binance,"Infrastructure, Smart Contract Platform, Layer 2 (L2), Bitcoin Sidechains, Stacks Ecosystem, SideChain, GMCI Layer 2 Index, GMCI 30 Index, Blockchain Capital Portfolio, GMCI Index, Made in USA, Coinbase 50 Index",blockstack,Stacks,STX,784603471,784603471.0,STX/USDT,0.52,233472.89519607992,269812.0478906925,0.19,8147530.0
Bitget,"Infrastructure, Smart Contract Platform, Layer 2 (L2), Bitcoin Sidechains, Stacks Ecosystem, SideChain, GMCI Layer 2 Index, GMCI 30 Index, Blockchain Capital Portfolio, GMCI Index, Made in USA, Coinbase 50 Index",blockstack,Stacks,STX,784603471,784603471.0,STX/USDT,0.519,151282.6347164065,150488.26321045225,0.19,3041891.0
Bybit,"Infrastructure, Smart Contract Platform, Layer 2 (L2), Bitcoin Sidechains, Stacks Ecosystem, SideChain, GMCI Layer 2 Index, GMCI 30 Index, Blockchain Capital Portfolio, GMCI Index, Made in USA, Coinbase 50 Index",blockstack,Stacks,STX,784603471,784603471.0,STX/USDT,0.515,29858.828486911727,34062.888036953584,0.19,1666572.0
Gate.io,"Infrastructure, Smart Contract Platform, Layer 2 (L2), Bitcoin Sidechains, Stacks Ecosystem, SideChain, GMCI Layer 2 Index, GMCI 30 Index, Blockchain Capital Portfolio, GMCI Index, Made in USA, Coinbase 50 Index",blockstack,Stacks,STX,784603471,784603471.0,STX/USDT,0.516,204544.11215108132,209464.88727044026,0.08,10815159.0
KuCoin,"Infrastructure, Smart Contract Platform, Layer 2 (L2), Bitcoin Sidechains, Stacks Ecosystem, SideChain, GMCI Layer 2 Index, GMCI 30 Index, Blockchain Capital Portfolio, GMCI Index, Made in USA, Coinbase 50 Index",blockstack,Stacks,STX,784603471,784603471.0,STX/USDT,0.5187,35591.093661157116,63371.72524756831,0.02,1086470.0
MEXC,"Infrastructure, Smart Contract Platform, Layer 2 (L2), Bitcoin Sidechains, Stacks Ecosystem, SideChain, GMCI Layer 2 Index, GMCI 30 Index, Blockchain Capital Portfolio, GMCI Index, Made in USA, Coinbase 50 Index",blockstack,Stacks,STX,784603471,784603471.0,STX/USDT,0.517,630291.4481462742,476543.8339302727,0.19,3194186.0
Binance,"Smart Contract Platform, Ethereum Ecosystem, Decentralized Identifier (DID), Optimism Ecosystem, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Blockchain Capital Portfolio, Optimism Superchain Ecosystem, World Chain Ecosystem, Made in USA",worldcoin-wld,Worldcoin,WLD,782689918,6328067020.0,WLD/USDT,0.638,362684.8141590693,510121.94540481997,0.16,43019512.0
Bitget,"Smart Contract Platform, Ethereum Ecosystem, Decentralized Identifier (DID), Optimism Ecosystem, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Blockchain Capital Portfolio, Optimism Superchain Ecosystem, World Chain Ecosystem, Made in USA",worldcoin-wld,Worldcoin,WLD,782689918,6328067020.0,WLD/USDT,0.632,460751.425663728,149108.5172815452,0.16,11195459.0
Bybit,"Smart Contract Platform, Ethereum Ecosystem, Decentralized Identifier (DID), Optimism Ecosystem, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Blockchain Capital Portfolio, Optimism Superchain Ecosystem, World Chain Ecosystem, Made in USA",worldcoin-wld,Worldcoin,WLD,782689918,6328067020.0,WLD/USDT,0.628,186937.03401249,268723.84632202657,0.16,8847488.0
Gate.io,"Smart Contract Platform, Ethereum Ecosystem, Decentralized Identifier (DID), Optimism Ecosystem, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Blockchain Capital Portfolio, Optimism Superchain Ecosystem, World Chain Ecosystem, Made in USA",worldcoin-wld,Worldcoin,WLD,782689918,6328067020.0,WLD/USDT,0.6331,488242.24386121007,489178.05748771224,0.03,38056206.0
KuCoin,"Smart Contract Platform, Ethereum Ecosystem, Decentralized Identifier (DID), Optimism Ecosystem, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Blockchain Capital Portfolio, Optimism Superchain Ecosystem, World Chain Ecosystem, Made in USA",worldcoin-wld,Worldcoin,WLD,782689918,6328067020.0,WLD/USDT,0.633,81558.08716315642,93417.69331498303,0.03,1685662.0
MEXC,"Smart Contract Platform, Ethereum Ecosystem, Decentralized Identifier (DID), Optimism Ecosystem, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Blockchain Capital Portfolio, Optimism Superchain Ecosystem, World Chain Ecosystem, Made in USA",worldcoin-wld,Worldcoin,WLD,782689918,6328067020.0,WLD/USDT,0.627,1112530.2244109982,1078267.325281281,0.16,16632069.0
Binance,"BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Meme, Arbitrum Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, Dog-Themed, Solana Meme, Neon Ecosystem, GMCI Meme Index, GMCI Index, Made in USA, Coinbase 50 Index",bonk,Bonk,BONK,757794160,869622003.0,BONK/USDT,9.9e-06,195717.1407137257,275265.2800885293,0.1,24859201.0
Bitget,"BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Meme, Arbitrum Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, Dog-Themed, Solana Meme, Neon Ecosystem, GMCI Meme Index, GMCI Index, Made in USA, Coinbase 50 Index",bonk,Bonk,BONK,757794160,869622003.0,BONK/USDT,9.83e-06,384512.8663966582,380624.9044095996,0.2,1897179.0
Bybit,"BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Meme, Arbitrum Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, Dog-Themed, Solana Meme, Neon Ecosystem, GMCI Meme Index, GMCI Index, Made in USA, Coinbase 50 Index",bonk,Bonk,BONK,757794160,869622003.0,BONK/USDT,9.76e-06,111238.04443264229,122563.21606446836,0.2,3117888.0
Gate.io,"BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Meme, Arbitrum Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, Dog-Themed, Solana Meme, Neon Ecosystem, GMCI Meme Index, GMCI Index, Made in USA, Coinbase 50 Index",bonk,Bonk,BONK,757794160,869622003.0,BONK/USDT,9.78e-06,369689.9792018789,312874.11234858393,0.21,6837555.0
KuCoin,"BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Meme, Arbitrum Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, Dog-Themed, Solana Meme, Neon Ecosystem, GMCI Meme Index, GMCI Index, Made in USA, Coinbase 50 Index",bonk,Bonk,BONK,757794160,869622003.0,BONK/USDT,9.826e-06,82478.73406328971,129267.39882903984,0.17,762976.0
MEXC,"BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Meme, Arbitrum Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, Dog-Themed, Solana Meme, Neon Ecosystem, GMCI Meme Index, GMCI Index, Made in USA, Coinbase 50 Index",bonk,Bonk,BONK,757794160,869622003.0,BONK/USDT,9.79e-06,498786.1689729552,704334.5265463287,0.1,5464323.0
Binance,"Smart Contract Platform, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio, Binance HODLer Airdrops, World Liberty Financial Portfolio, Made in USA",movement,Movement,MOVE,751756319,3068393140.0,MOVE/USDT,0.3071,166494.84997432883,446520.6823972723,0.03,8278999.0
Bitget,"Smart Contract Platform, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio, Binance HODLer Airdrops, World Liberty Financial Portfolio, Made in USA",movement,Movement,MOVE,751756319,3068393140.0,MOVE/USDT,0.3066,232054.74239167603,292740.421139941,0.07,2381603.0
Bybit,"Smart Contract Platform, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio, Binance HODLer Airdrops, World Liberty Financial Portfolio, Made in USA",movement,Movement,MOVE,751756319,3068393140.0,MOVE/USDT,0.3047,88296.92183526976,114856.49928519464,0.1,2253718.0
Gate.io,"Smart Contract Platform, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio, Binance HODLer Airdrops, World Liberty Financial Portfolio, Made in USA",movement,Movement,MOVE,751756319,3068393140.0,MOVE/USDT,0.30489,185100.7512287394,260572.339432271,0.07,8268303.0
KuCoin,"Smart Contract Platform, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio, Binance HODLer Airdrops, World Liberty Financial Portfolio, Made in USA",movement,Movement,MOVE,751756319,3068393140.0,MOVE/USDT,0.3064,47974.52889026272,163440.377817264,0.16,676404.0
MEXC,"Smart Contract Platform, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio, Binance HODLer Airdrops, World Liberty Financial Portfolio, Made in USA",movement,Movement,MOVE,751756319,3068393140.0,MOVE/USDT,0.3056,90506.83537114022,119684.58299334403,0.03,3814133.0
Bitget,"Stablecoins, Tokenized Assets, Tokenized Gold, Ethereum Ecosystem, Real World Assets (RWA), Tokenized Commodities",tether-gold,Tether Gold,XAUT,748997746,748997746.0,XAUT/USDT,3031.7,115116.73113930225,216699.40091566258,0.14,406769.0
Gate.io,"Stablecoins, Tokenized Assets, Tokenized Gold, Ethereum Ecosystem, Real World Assets (RWA), Tokenized Commodities",tether-gold,Tether Gold,XAUT,748997746,748997746.0,XAUT/USDT,3031.4,86174.46757837536,141293.92583134308,0.06,7862068.0
MEXC,"Stablecoins, Tokenized Assets, Tokenized Gold, Ethereum Ecosystem, Real World Assets (RWA), Tokenized Commodities",tether-gold,Tether Gold,XAUT,748997746,748997746.0,XAUT/USDT,3031.52,48549.2860904472,28447.005094761702,0.3,738609.0
Bitget,"Stablecoins, USD Stablecoin, Solana Ecosystem, Ethereum Ecosystem, Fiat-backed Stablecoin, Made in USA",paypal-usd,PayPal USD,PYUSD,732551949,732551949.0,PYUSD/USDT,1.0006,431372.4891988563,516569.46758122154,0.04,84802.0
Bybit,"Stablecoins, USD Stablecoin, Solana Ecosystem, Ethereum Ecosystem, Fiat-backed Stablecoin, Made in USA",paypal-usd,PayPal USD,PYUSD,732551949,732551949.0,PYUSD/USDT,1.0006,262807.0953792852,290199.2068712217,0.02,322493.0
Gate.io,"Stablecoins, USD Stablecoin, Solana Ecosystem, Ethereum Ecosystem, Fiat-backed Stablecoin, Made in USA",paypal-usd,PayPal USD,PYUSD,732551949,732551949.0,PYUSD/USDT,1.0008,289987.6817587687,261378.2627132025,0.02,27926.0
KuCoin,"Stablecoins, USD Stablecoin, Solana Ecosystem, Ethereum Ecosystem, Fiat-backed Stablecoin, Made in USA",paypal-usd,PayPal USD,PYUSD,732551949,732551949.0,PYUSD/USDT,0.9991,2100.993047599983,24687.701775596604,0.12,64776.0
Bybit,"Smart Contract Platform, Layer 1 (L1), DWF Labs Portfolio",flare-networks,Flare,FLR,727052004,1194630567.0,FLR/USDT,0.01157,149079.179717591,181783.0703981794,0.17,1492645.0
Gate.io,"Smart Contract Platform, Layer 1 (L1), DWF Labs Portfolio",flare-networks,Flare,FLR,727052004,1194630567.0,FLR/USDT,0.011581,164816.90549065982,157477.0892579567,0.12,6896689.0
KuCoin,"Smart Contract Platform, Layer 1 (L1), DWF Labs Portfolio",flare-networks,Flare,FLR,727052004,1194630567.0,FLR/USDT,0.01163,15755.942817038132,21264.111496587015,0.17,694693.0
MEXC,"Smart Contract Platform, Layer 1 (L1), DWF Labs Portfolio",flare-networks,Flare,FLR,727052004,1194630567.0,FLR/USDT,0.01156,48529.434236723726,40781.307840941474,0.26,303470.0
Binance,"Smart Contract Platform, Gaming (GameFi), NFT, Play To Earn, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), Animoca Brands Portfolio, Immutable zkEVM Ecosystem, Coinbase Ventures Portfolio, Rollup, Gaming Blockchains, GMCI 30 Index, GMCI Index, Gaming Marketplace, Coinbase 50 Index",immutable-x,Immutable,IMX,695242715,775579243.0,IMX/USDT,0.391,99023.07886449476,106067.77946436749,0.26,7907124.0
Bitget,"Smart Contract Platform, Gaming (GameFi), NFT, Play To Earn, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), Animoca Brands Portfolio, Immutable zkEVM Ecosystem, Coinbase Ventures Portfolio, Rollup, Gaming Blockchains, GMCI 30 Index, GMCI Index, Gaming Marketplace, Coinbase 50 Index",immutable-x,Immutable,IMX,695242715,775579243.0,IMX/USDT,0.386,90857.53907601559,73072.71615506535,0.26,1617615.0
